GENUS,APGIII_FAMILY,STATUS
Pseudellipanthus,Connaraceae,Unresolved at TPL
Pseudeminia,Fabaceae,Accepted by TPL
Pseudephedranthus,Annonaceae,Accepted by TPL
Pseudephemerum,Dicranaceae,Accepted by TPL
Pseuderanthemum,Acanthaceae,Accepted by TPL
Pseuderia,Orchidaceae,Accepted by TPL
Pseuderucaria,Brassicaceae,Accepted by TPL
Pseudeugenia,Myrtaceae,Unresolved at TPL
Pseudibatia,Apocynaceae,Accepted by TPL
Pseudima,Sapindaceae,Accepted by TPL
Pseudinium,Orchidaceae,Accepted by TPL
Pseudinium,Orchidaceae,Unresolved at TPL
Pseudiosma,Rutaceae,Accepted by TPL
Pseudipomoea,Convolvulaceae,Unresolved at TPL
Pseudiris,Iridaceae,Accepted by TPL
Pseudisothecium,Lembophyllaceae,Accepted by TPL
Pseuditea,Pittosporaceae,Unresolved at TPL
Pseuditella,Orchidaceae,Accepted by TPL
Pseuditella,Orchidaceae,Unresolved at TPL
Pseudo-acacia,Fabaceae,Unresolved at TPL
Pseudoacanthocereus,Cactaceae,Accepted by TPL
Pseudoamblystegium,Amblystegiaceae,Accepted by TPL
Pseudoarabidopsis,Brassicaceae,Accepted by TPL
Pseudobaccharis,Asteraceae,Unresolved at TPL
Pseudobaeckea,Bruniaceae,Accepted by TPL
Pseudobahia,Asteraceae,Accepted by TPL
Pseudobarbella,Meteoriaceae,Accepted by TPL
Pseudobarleria,Acanthaceae,Unresolved at TPL
Pseudobartsia,Orobanchaceae,Accepted by TPL
Pseudoberlinia,Fabaceae,Accepted by TPL
Pseudobersama,Meliaceae,Accepted by TPL
Pseudobetckea,Caprifoliaceae,Accepted by TPL
Pseudoblepharis,Acanthaceae,Unresolved at TPL
Pseudoblepharispermum,Asteraceae,Accepted by TPL
Pseudobombax,Malvaceae,Accepted by TPL
Pseudobotrys,Cardiopteridaceae,Accepted by TPL
Pseudobrasilium,Simaroubaceae,Unresolved at TPL
Pseudobraunia,Hedwigiaceae,Accepted by TPL
Pseudobrickellia,Asteraceae,Accepted by TPL
Pseudobromus,Poaceae,Unresolved at TPL
Pseudobryum,Mniaceae,Accepted by TPL
Pseudocalliergon,Amblystegiaceae,Accepted by TPL
Pseudocalymma,Bignoniaceae,Liu et al.(2015)
Pseudocalyx,Acanthaceae,Accepted by TPL
Pseudocamelina,Brassicaceae,Accepted by TPL
Pseudocampylium,Amblystegiaceae,Accepted by TPL
Pseudocannaboides,Apiaceae,Accepted by TPL
Pseudocapsicum,Solanaceae,Unresolved at TPL
Pseudocarpidium,Lamiaceae,Accepted by TPL
Pseudocarum,Apiaceae,Accepted by TPL
Pseudocaryophyllus,Myrtaceae,Unresolved at TPL
Pseudocaryopteris,Lamiaceae,Accepted by TPL
Pseudocedrela,Meliaceae,Accepted by TPL
Pseudocentema,Amaranthaceae,Unresolved at TPL
Pseudocentrum,Orchidaceae,Accepted by TPL
Pseudocephalozia,Lepidoziaceae,Accepted by TPL
Pseudocephaloziella,Jungermanniaceae,Accepted by TPL
Pseudocerastium,Caryophyllaceae,Accepted by TPL
Pseudochaetochloa,Poaceae,Unresolved at TPL
Pseudochamaesphacos,Lamiaceae,Accepted by TPL
Pseudochirita,Gesneriaceae,Accepted by TPL
Pseudochorisodontium,Dicranaceae,Accepted by TPL
Pseudoclappia,Asteraceae,Accepted by TPL
Pseudoclausena,Meliaceae,Accepted by TPL
Pseudoclausia,Brassicaceae,Accepted by TPL
Pseudocodon,Campanulaceae,Liu et al.(2015)
Pseudocolysis,Polypodiaceae,Accepted by TPL
Pseudoconnarus,Connaraceae,Accepted by TPL
Pseudoconyza,Asteraceae,Liu et al.(2015)
Pseudocorchorus,Malvaceae,Accepted by TPL
Pseudocrossidium,Pottiaceae,Accepted by TPL
Pseudocryphaea,Leptodontaceae,Accepted by TPL
Pseudocryptocarya,Lauraceae,Unresolved at TPL
Pseudocyclanthera,Cucurbitaceae,Accepted by TPL
Pseudocyclosorus,Thelypteridaceae,Accepted by TPL
Pseudocydonia,Rosaceae,Liu et al.(2015)
Pseudocymopterus,Apiaceae,Accepted by TPL
Pseudocynometra,Fabaceae,Unresolved at TPL
Pseudocystopteris,Athyriaceae,Accepted by TPL
Pseudodacryodes,Burseraceae,Unresolved at TPL
Pseudodanthonia,Poaceae,Accepted by TPL
Pseudodesmos,Clusiaceae,Unresolved at TPL
Pseudodichanthium,Poaceae,Accepted by TPL
Pseudodicliptera,Acanthaceae,Accepted by TPL
Pseudodigera,Amaranthaceae,Unresolved at TPL
Pseudodimerodontium,Leskeaceae,Accepted by TPL
Pseudodiphasium,Lycopodiaceae,Accepted by TPL
Pseudodiplospora,Rubiaceae,Accepted by TPL
Pseudodissochaeta,Melastomataceae,Unresolved at TPL
Pseudodistichium,Ditrichaceae,Accepted by TPL
Pseudoditrichaceae,Pseudoditrichaceae,Accepted by TPL
Pseudoditrichum,Pseudoditrichaceae,Accepted by TPL
Pseudodracontium,Araceae,Accepted by TPL
Pseudodrynaria,Polypodiaceae,Accepted by TPL
Pseudoentada,Fabaceae,Unresolved at TPL
Pseudoeriosema,Fabaceae,Accepted by TPL
Pseudoernestia,Melastomataceae,Unresolved at TPL
Pseudoespostoa,Cactaceae,Liu et al.(2015)
Pseudofortuynia,Brassicaceae,Accepted by TPL
Pseudofumaria,Papaveraceae,Accepted by TPL
Pseudogaltonia,Asparagaceae,Accepted by TPL
Pseudogaltonia,Liliaceae,Accepted by TPL
Pseudoglossanthis,Asteraceae,Accepted by TPL
Pseudognaphalium,Asteraceae,Accepted by TPL
Pseudogonocalyx,Ericaceae,Unresolved at TPL
Pseudogoodyera,Orchidaceae,Accepted by TPL
Pseudogynoxys,Asteraceae,Accepted by TPL
Pseudohamelia,Rubiaceae,Accepted by TPL
Pseudohandelia,Asteraceae,Accepted by TPL
Pseudohydrosme,Araceae,Accepted by TPL
Pseudohygrohypnum,Amblystegiaceae,Accepted by TPL
Pseudohyophila,Dicranaceae,Accepted by TPL
Pseudohypnella,Sematophyllaceae,Accepted by TPL
Pseudojacobaea,Asteraceae,Accepted by TPL
Pseudokyrsteniopsis,Asteraceae,Accepted by TPL
Pseudolachnostylis,Phyllanthaceae,Accepted by TPL
Pseudolaelia,Orchidaceae,Accepted by TPL
Pseudolarix,Pinaceae,Accepted by TPL
Pseudolepicolea,Pseudolepicoleaceae,Accepted by TPL
Pseudolepicoleaceae,Pseudolepicoleaceae,Accepted by TPL
Pseudoleskea,Leskeaceae,Accepted by TPL
Pseudoleskeella,Leskeaceae,Accepted by TPL
Pseudoleskeopsis,Leskeaceae,Accepted by TPL
Pseudoligandra,Asteraceae,Accepted by TPL
Pseudolinosyris,Asteraceae,Accepted by TPL
Pseudoliparis,Orchidaceae,Unresolved at TPL
Pseudolithos,Apocynaceae,Accepted by TPL
Pseudolmedia,Moraceae,Accepted by TPL
Pseudolobelia,Scrophulariaceae,Unresolved at TPL
Pseudolobivia,Cactaceae,Unresolved at TPL
Pseudolopezia,Onagraceae,Accepted by TPL
Pseudolophocolea,Geocalycaceae,Accepted by TPL
Pseudolophozia,Lophoziaceae,Accepted by TPL
Pseudolotus,Fabaceae,Accepted by TPL
Pseudolycopodiella,Lycopodiaceae,Accepted by TPL
Pseudolycopodium,Lycopodiaceae,Accepted by TPL
Pseudolysimachion,Plantaginaceae,Accepted by TPL
Pseudomacrolobium,Fabaceae,Accepted by TPL
Pseudomalachra,Malvaceae,Unresolved at TPL
Pseudomalmea,Annonaceae,Accepted by TPL
Pseudomammillaria,Cactaceae,Unresolved at TPL
Pseudomantalania,Rubiaceae,Accepted by TPL
Pseudomarrubium,Lamiaceae,Accepted by TPL
Pseudomarsupidium,Adelanthaceae,Accepted by TPL
Pseudomecodium,Hymenophyllaceae,Unresolved at TPL
Pseudomertensia,Boraginaceae,Accepted by TPL
Pseudomiltemia,Rubiaceae,Accepted by TPL
Pseudomitrocereus,Cactaceae,Accepted by TPL
Pseudomonotes,Dipterocarpaceae,Unresolved at TPL
Pseudomorus,Moraceae,Accepted by TPL
Pseudomuscari,Asparagaceae,Accepted by TPL
Pseudomussaenda,Rubiaceae,Accepted by TPL
Pseudomyrcianthes,Myrtaceae,Unresolved at TPL
Pseudonemacladus,Campanulaceae,Accepted by TPL
Pseudonephelium,Sapindaceae,Unresolved at TPL
Pseudonesohedyotis,Rubiaceae,Accepted by TPL
Pseudoneura,Aneuraceae,Accepted by TPL
Pseudonopalxochia,Cactaceae,Liu et al.(2015)
Pseudonoseris,Asteraceae,Accepted by TPL
Pseudopachystela,Sapotaceae,Unresolved at TPL
Pseudopanax,Araliaceae,Accepted by TPL
Pseudopancovia,Sapindaceae,Accepted by TPL
Pseudoparis,Commelinaceae,Accepted by TPL
Pseudopectinaria,Apocynaceae,Accepted by TPL
Pseudopentameris,Poaceae,Accepted by TPL
Pseudophegopteris,Thelypteridaceae,Accepted by TPL
Pseudophoenix,Arecaceae,Accepted by TPL
Pseudophyllanthus,Phyllanthaceae,Accepted by TPL
Pseudopilocereus,Cactaceae,Accepted by TPL
Pseudopiloecium,Sematophyllaceae,Accepted by TPL
Pseudopilotrichum,Lembophyllaceae,Accepted by TPL
Pseudopimpinella,Apiaceae,Unresolved at TPL
Pseudopinanga,Arecaceae,Unresolved at TPL
Pseudopiptadenia,Fabaceae,Accepted by TPL
Pseudopiptocarpha,Asteraceae,Accepted by TPL
Pseudopipturus,Urticaceae,Unresolved at TPL
Pseudoplantago,Amaranthaceae,Accepted by TPL
Pseudopleuropus,Brachytheciaceae,Accepted by TPL
Pseudopogonatherum,Poaceae,Liu et al.(2015)
Pseudopohlia,Bryaceae,Accepted by TPL
Pseudoprosopis,Fabaceae,Accepted by TPL
Pseudoprospero,Asparagaceae,Accepted by TPL
Pseudopteris,Sapindaceae,Accepted by TPL
Pseudopterobryum,Pterobryaceae,Accepted by TPL
Pseudopteryxia,Apiaceae,Accepted by TPL
Pseudopyxis,Rubiaceae,Accepted by TPL
Pseudoracelopus,Polytrichaceae,Accepted by TPL
Pseudoraphis,Poaceae,Accepted by TPL
Pseudorchis,Orchidaceae,Accepted by TPL
Pseudoreoxis,Apiaceae,Accepted by TPL
Pseudorhipsalis,Cactaceae,Accepted by TPL
Pseudorhiza,Orchidaceae,Accepted by TPL
Pseudorhiza,Orchidaceae,Unresolved at TPL
Pseudorhynchostegiella,Brachytheciaceae,Accepted by TPL
Pseudoridolfia,Apiaceae,Unresolved at TPL
Pseudorlaya,Apiaceae,Accepted by TPL
Pseudoroegneria,Poaceae,Accepted by TPL
Pseudorontium,Plantaginaceae,Accepted by TPL
Pseudorosularia,Crassulaceae,Unresolved at TPL
Pseudoruellia,Acanthaceae,Accepted by TPL
Pseudosalacia,Celastraceae,Accepted by TPL
Pseudosamanea,Fabaceae,Accepted by TPL
Pseudosaponaria,Caryophyllaceae,Accepted by TPL
Pseudosarcolobus,Apocynaceae,Unresolved at TPL
Pseudosarcopera,Marcgraviaceae,Accepted by TPL
Pseudosasa,Poaceae,Accepted by TPL
Pseudosassafras,Lauraceae,Liu et al.(2015)
Pseudosbeckia,Melastomataceae,Unresolved at TPL
Pseudoscabiosa,Caprifoliaceae,Unresolved at TPL
Pseudoschoenus,Cyperaceae,Accepted by TPL
Pseudosclerochloa,Poaceae,Accepted by TPL
Pseudoscleropodium,Brachytheciaceae,Accepted by TPL
Pseudoscolopia,Salicaceae,Accepted by TPL
Pseudosedum,Crassulaceae,Accepted by TPL
Pseudoselago,Scrophulariaceae,Accepted by TPL
Pseudoselinum,Apiaceae,Accepted by TPL
Pseudosempervivum,Brassicaceae,Accepted by TPL
Pseudosenefeldera,Euphorbiaceae,Accepted by TPL
Pseudosericocoma,Amaranthaceae,Accepted by TPL
Pseudosicydium,Cucurbitaceae,Accepted by TPL
Pseudosindora,Fabaceae,Accepted by TPL
Pseudosmelia,Salicaceae,Unresolved at TPL
Pseudosmodingium,Anacardiaceae,Accepted by TPL
Pseudosolisia,Cactaceae,Unresolved at TPL
Pseudosophora,Fabaceae,Liu et al.(2015)
Pseudosopubia,Orobanchaceae,Unresolved at TPL
Pseudosorghum,Poaceae,Accepted by TPL
Pseudospiridentopsis,Trachypodaceae,Accepted by TPL
Pseudospondias,Anacardiaceae,Accepted by TPL
Pseudostachyum,Poaceae,Accepted by TPL
Pseudostelis,Orchidaceae,Unresolved at TPL
Pseudostellaria,Caryophyllaceae,Accepted by TPL
Pseudostenosiphonium,Acanthaceae,Accepted by TPL
Pseudostifftia,Asteraceae,Accepted by TPL
Pseudostreblus,Moraceae,Unresolved at TPL
Pseudostriga,Orobanchaceae,Unresolved at TPL
Pseudosymblepharis,Pottiaceae,Accepted by TPL
Pseudotaenidia,Apiaceae,Accepted by TPL
Pseudotaxiphyllum,Plagiotheciaceae,Accepted by TPL
Pseudotaxus,Taxaceae,Accepted by TPL
Pseudotectaria,Tectariaceae,Accepted by TPL
Pseudotephrocactus,Cactaceae,Unresolved at TPL
Pseudotimmiella,Diphysciaceae,Accepted by TPL
Pseudotrachydium,Apiaceae,Accepted by TPL
Pseudotrachypus,Trachypodaceae,Accepted by TPL
Pseudotrillium,Melanthiaceae,Accepted by TPL
Pseudotrimezia,Iridaceae,Accepted by TPL
Pseudotrismegistia,Sematophyllaceae,Accepted by TPL
Pseudotritomaria,Jungermanniaceae,Accepted by TPL
Pseudotrophis,Moraceae,Unresolved at TPL
Pseudotsuga,Pinaceae,Accepted by TPL
Pseudovanilla,Orchidaceae,Accepted by TPL
Pseudovesicaria,Brassicaceae,Accepted by TPL
Pseudovigna,Fabaceae,Accepted by TPL
Pseudoweinmannia,Cunoniaceae,Accepted by TPL
Pseudowintera,Winteraceae,Accepted by TPL
Pseudoxandra,Annonaceae,Accepted by TPL
Pseudoxytenanthera,Poaceae,Accepted by TPL
Pseudoyoungia,Asteraceae,Accepted by TPL
Pseudozoysia,Poaceae,Accepted by TPL
Pseudozygocactus,Cactaceae,Liu et al.(2015)
Pseuduvaria,Annonaceae,Accepted by TPL
Pseusmagennetus,Apocynaceae,Unresolved at TPL
Pseva,Ericaceae,Unresolved at TPL
Psiadia,Asteraceae,Accepted by TPL
Psiadiella,Asteraceae,Accepted by TPL
Psidium,Myrtaceae,Accepted by TPL
Psiguria,Cucurbitaceae,Accepted by TPL
Psila,Asteraceae,Accepted by TPL
Psilactis,Asteraceae,Accepted by TPL
Psilanthele,Acanthaceae,Accepted by TPL
Psilanthus,Rubiaceae,Unresolved at TPL
Psilobium,Rubiaceae,Unresolved at TPL
Psilocarphus,Asteraceae,Accepted by TPL
Psilocarya,Cyperaceae,Accepted by TPL
Psilocaulon,Aizoaceae,Accepted by TPL
Psilochilus,Orchidaceae,Accepted by TPL
Psiloclada,Lepidoziaceae,Accepted by TPL
Psilodigera,Amaranthaceae,Unresolved at TPL
Psilodochea,Marattiaceae,Unresolved at TPL
Psiloesthes,Acanthaceae,Unresolved at TPL
Psilogramme,Pteridaceae,Accepted by TPL
Psilolaemus,Boraginaceae,Accepted by TPL
Psilolemma,Poaceae,Accepted by TPL
Psilolepus,Fabaceae,Unresolved at TPL
Psilopeganum,Rutaceae,Accepted by TPL
Psilopilum,Polytrichaceae,Accepted by TPL
Psilorhegma,Fabaceae,Accepted by TPL
Psilostachys,Amaranthaceae,Unresolved at TPL
Psilostrophe,Asteraceae,Accepted by TPL
Psilotaceae,Psilotaceae,Accepted by TPL
Psilotrichopsis,Amaranthaceae,Accepted by TPL
Psilotrichum,Amaranthaceae,Accepted by TPL
Psilotum,Psilotaceae,Accepted by TPL
Psiloxylon,Myrtaceae,Accepted by TPL
Psilurus,Poaceae,Accepted by TPL
Psittacanthus,Loranthaceae,Accepted by TPL
Psomiocarpa,Tectariaceae,Accepted by TPL
Psophocarpus,Fabaceae,Accepted by TPL
Psora,Asteraceae,Unresolved at TPL
Psoralea,Fabaceae,Accepted by TPL
Psoralidium,Fabaceae,Accepted by TPL
Psorospermum,Hypericaceae,Accepted by TPL
Psorothamnus,Fabaceae,Accepted by TPL
Psychanthus,Zingiberaceae,Unresolved at TPL
Psychilis,Orchidaceae,Accepted by TPL
Psychine,Brassicaceae,Accepted by TPL
Psycholobium,Fabaceae,Unresolved at TPL
Psychopsis,Orchidaceae,Accepted by TPL
Psychopterys,Malpighiaceae,Accepted by TPL
Psychotria,Rubiaceae,Accepted by TPL
Psychridium,Fabaceae,Unresolved at TPL
Psychrogeton,Asteraceae,Accepted by TPL
Psychrophila,Ranunculaceae,Accepted by TPL
Psydrax,Rubiaceae,Accepted by TPL
Psygmium,Polypodiaceae,Unresolved at TPL
Psylliostachys,Plumbaginaceae,Accepted by TPL
Psyllium,Plantaginaceae,Unresolved at TPL
Psyllocarpus,Rubiaceae,Accepted by TPL
Psytonia,Orchidaceae,Accepted by TPL
Ptaeroxylon,Rutaceae,Accepted by TPL
Ptarmica,Asteraceae,Accepted by TPL
Ptelea,Rutaceae,Accepted by TPL
Pteleocarpa,Boraginaceae,Unresolved at TPL
Pteleopsis,Combretaceae,Accepted by TPL
Ptelidium,Celastraceae,Accepted by TPL
Pteracanthus,Acanthaceae,Accepted by TPL
Pterachaenia,Asteraceae,Accepted by TPL
Pteralyxia,Apocynaceae,Accepted by TPL
Pterandra,Malpighiaceae,Accepted by TPL
Pteranthera,Dipterocarpaceae,Unresolved at TPL
Pteranthus,Caryophyllaceae,Accepted by TPL
Pteraton,Apiaceae,Unresolved at TPL
Pteretis,Onocleaceae,Accepted by TPL
Pterichis,Orchidaceae,Accepted by TPL
Pteridaceae,Pteridaceae,Accepted by TPL
Pteridella,Pteridaceae,Accepted by TPL
Pteridium,Dennstaedtiaceae,Accepted by TPL
Pteridoblechnum,Blechnaceae,Unresolved at TPL
Pteridocalyx,Rubiaceae,Accepted by TPL
Pteridophyllum,Papaveraceae,Unresolved at TPL
Pteridrys,Tectariaceae,Accepted by TPL
Pterigeron,Asteraceae,Accepted by TPL
Pteriglyphis,Athyriaceae,Unresolved at TPL
Pterigynandraceae,Pterigynandraceae,Accepted by TPL
Pterigynandrum,Pterigynandraceae,Accepted by TPL
Pterilema,Juglandaceae,Unresolved at TPL
Pterinodes,Onocleaceae,Unresolved at TPL
Pteris,Pteridaceae,Accepted by TPL
Pterisanthes,Vitaceae,Unresolved at TPL
Pternandra,Melastomataceae,Accepted by TPL
Pternix,Asteraceae,Unresolved at TPL
Pternopetalum,Apiaceae,Accepted by TPL
Pterobryaceae,Pterobryaceae,Accepted by TPL
Pterobryella,Pterobryaceae,Accepted by TPL
Pterobryidium,Pterobryaceae,Accepted by TPL
Pterobryon,Pterobryaceae,Accepted by TPL
Pterobryopsis,Pterobryaceae,Accepted by TPL
Pterocactus,Cactaceae,Accepted by TPL
Pterocarpos,Fabaceae,Unresolved at TPL
Pterocarpus,Fabaceae,Accepted by TPL
Pterocarya,Juglandaceae,Accepted by TPL
Pterocaulon,Asteraceae,Accepted by TPL
Pterocelastrus,Celastraceae,Accepted by TPL
Pteroceltis,Cannabaceae,Accepted by TPL
Pterocephalidium,Caprifoliaceae,Accepted by TPL
Pterocephalodes,Caprifoliaceae,Accepted by TPL
Pterocephalus,Caprifoliaceae,Accepted by TPL
Pteroceras,Orchidaceae,Accepted by TPL
Pterocereus,Cactaceae,Accepted by TPL
Pterochaeta,Asteraceae,Accepted by TPL
Pterochlamys,Convolvulaceae,Accepted by TPL
Pterocladis,Asteraceae,Unresolved at TPL
Pterococcus,Polygonaceae,Unresolved at TPL
Pterocyclus,Apiaceae,Liu et al.(2015)
Pterocymbium,Malvaceae,Unresolved at TPL
Pterocypsela,Asteraceae,Accepted by TPL
Pterodiscus,Pedaliaceae,Accepted by TPL
Pterodon,Fabaceae,Accepted by TPL
Pterogaillonia,Rubiaceae,Accepted by TPL
Pterogastra,Melastomataceae,Accepted by TPL
Pteroglossa,Orchidaceae,Accepted by TPL
Pteroglossaspis,Orchidaceae,Unresolved at TPL
Pterogoniadelphus,Leucodontaceae,Accepted by TPL
Pterogonidium,Sematophyllaceae,Accepted by TPL
Pterogoniella,Sematophyllaceae,Accepted by TPL
Pterogoniopsis,Sematophyllaceae,Accepted by TPL
Pterogonium,Leucodontaceae,Accepted by TPL
Pterogyne,Fabaceae,Accepted by TPL
Pterolepis,Melastomataceae,Accepted by TPL
Pterolobium,Fabaceae,Accepted by TPL
Pteroloma,Capparaceae,Unresolved at TPL
Pterolophus,Asteraceae,Unresolved at TPL
Pteromanes,Hymenophyllaceae,Accepted by TPL
Pteromonnina,Polygalaceae,Accepted by TPL
Pteronema,Simaroubaceae,Unresolved at TPL
Pteroneurum,Brassicaceae,Unresolved at TPL
Pteronevron,Davalliaceae,Unresolved at TPL
Pteronia,Asteraceae,Accepted by TPL
Pteropepon,Cucurbitaceae,Accepted by TPL
Pteropetalum,Capparaceae,Unresolved at TPL
Pterophorus,Asteraceae,Unresolved at TPL
Pterophylla,Cunoniaceae,Unresolved at TPL
Pterophyton,Asteraceae,Unresolved at TPL
Pteropogon,Asteraceae,Unresolved at TPL
Pteropsiella,Lepidoziaceae,Accepted by TPL
Pteropsis,Polypodiaceae,Accepted by TPL
Pteroptychia,Acanthaceae,Accepted by TPL
Pteropyrum,Polygonaceae,Accepted by TPL
Pterorhachis,Meliaceae,Unresolved at TPL
Pteroselinum,Apiaceae,Unresolved at TPL
Pterosenecio,Asteraceae,Unresolved at TPL
Pterosiphon,Meliaceae,Unresolved at TPL
Pterospartum,Fabaceae,Unresolved at TPL
Pterospermum,Malvaceae,Accepted by TPL
Pterospora,Ericaceae,Accepted by TPL
Pterosporopsis,Ericaceae,Unresolved at TPL
Pterostegia,Polygonaceae,Accepted by TPL
Pterostemma,Orchidaceae,Accepted by TPL
Pterostemon,Iteaceae,Accepted by TPL
Pterostephanus,Asteraceae,Unresolved at TPL
Pterostylis,Orchidaceae,Accepted by TPL
Pterostyrax,Styracaceae,Accepted by TPL
Pterota,Rutaceae,Unresolved at TPL
Pterotheca,Asteraceae,Accepted by TPL
Pterothrix,Asteraceae,Unresolved at TPL
Pteroxygonum,Polygonaceae,Accepted by TPL
Pterozonium,Pteridaceae,Accepted by TPL
Pterygiella,Orobanchaceae,Accepted by TPL
Pterygocalyx,Gentianaceae,Accepted by TPL
Pterygodium,Orchidaceae,Accepted by TPL
Pterygoneurum,Pottiaceae,Accepted by TPL
Pterygopappus,Asteraceae,Accepted by TPL
Pterygophyllum,Hookeriaceae,Accepted by TPL
Pterygopleurum,Apiaceae,Accepted by TPL
Pterygostemon,Brassicaceae,Accepted by TPL
Pterygota,Malvaceae,Accepted by TPL
Pteryxia,Apiaceae,Accepted by TPL
Ptilagrostis,Poaceae,Unresolved at TPL
Ptilepida,Asteraceae,Unresolved at TPL
Ptileris,Asteraceae,Unresolved at TPL
Ptilidiaceae,Ptilidiaceae,Accepted by TPL
Ptilidium,Ptilidiaceae,Accepted by TPL
Ptilimnium,Apiaceae,Accepted by TPL
Ptilium,Hypnaceae,Accepted by TPL
Ptilochaeta,Malpighiaceae,Accepted by TPL
Ptilomeris,Asteraceae,Unresolved at TPL
Ptilonella,Asteraceae,Unresolved at TPL
Ptilophyllum,Hymenophyllaceae,Accepted by TPL
Ptilopteris,Dennstaedtiaceae,Unresolved at TPL
Ptiloria,Asteraceae,Accepted by TPL
Ptilosia,Asteraceae,Unresolved at TPL
Ptilostemon,Asteraceae,Accepted by TPL
Ptilostephium,Asteraceae,Unresolved at TPL
Ptilothrix,Cyperaceae,Accepted by TPL
Ptilotrichum,Brassicaceae,Accepted by TPL
Ptilotus,Amaranthaceae,Accepted by TPL
Ptisana,Marattiaceae,Accepted by TPL
Ptosimopappus,Asteraceae,Unresolved at TPL
Ptycanthera,Apocynaceae,Unresolved at TPL
Ptychandra,Arecaceae,Unresolved at TPL
Ptychanthus,Lejeuneaceae,Accepted by TPL
Ptychococcus,Arecaceae,Accepted by TPL
Ptychocoleus,Lejeuneaceae,Accepted by TPL
Ptychodium,Thuidiaceae,Accepted by TPL
Ptychodon,Lythraceae,Unresolved at TPL
Ptycholejeunea,Lejeuneaceae,Accepted by TPL
Ptycholobium,Fabaceae,Accepted by TPL
Ptychomitriaceae,Ptychomitriaceae,Accepted by TPL
Ptychomitriopsis,Ptychomitriaceae,Accepted by TPL
Ptychomitrium,Ptychomitriaceae,Accepted by TPL
Ptychomniaceae,Ptychomniaceae,Accepted by TPL
Ptychomniella,Ptychomniaceae,Accepted by TPL
Ptychomnion,Ptychomniaceae,Accepted by TPL
Ptychopetalum,Olacaceae,Accepted by TPL
Ptychophyllum,Hymenophyllaceae,Accepted by TPL
Ptychopyxis,Euphorbiaceae,Accepted by TPL
Ptychoraphis,Arecaceae,Liu et al.(2015)
Ptychorhaphis,Arecaceae,Unresolved at TPL
Ptychosema,Fabaceae,Accepted by TPL
Ptychosperma,Arecaceae,Accepted by TPL
Ptychostomum,Bryaceae,Accepted by TPL
Ptychotis,Apiaceae,Accepted by TPL
Ptyssiglottis,Acanthaceae,Accepted by TPL
Ptyxostoma,Bruniaceae,Unresolved at TPL
Pubistylus,Rubiaceae,Accepted by TPL
Puccinellia,Poaceae,Accepted by TPL
Puccionia,Capparaceae,Unresolved at TPL
Pucciphippsia,Poaceae,Accepted by TPL
Puebloa,Cactaceae,Accepted by TPL
Puelia,Poaceae,Accepted by TPL
Pueraria,Fabaceae,Accepted by TPL
Pugionium,Brassicaceae,Accepted by TPL
Pugiopappus,Asteraceae,Unresolved at TPL
Puiggaria,Daltoniaceae,Accepted by TPL
Puiggariella,Hypnaceae,Accepted by TPL
Puiggariopsis,Hypnaceae,Accepted by TPL
Pukanthus,Solanaceae,Unresolved at TPL
Pulchranthus,Acanthaceae,Accepted by TPL
Pulchrinodus,Pterobryaceae,Accepted by TPL
Pulicaria,Asteraceae,Accepted by TPL
Pullea,Cunoniaceae,Unresolved at TPL
Pulmonaria,Boraginaceae,Accepted by TPL
Pulsatilla,Ranunculaceae,Accepted by TPL
Pultenaea,Fabaceae,Accepted by TPL
Pulvinaria,Apocynaceae,Unresolved at TPL
Puna,Cactaceae,Accepted by TPL
Punctillaria,Aizoaceae,Accepted by TPL
Punduana,Asteraceae,Accepted by TPL
Pungentella,Sematophyllaceae,Accepted by TPL
Punica,Lythraceae,Accepted by TPL
Punjuba,Fabaceae,Accepted by TPL
Punotia,Cactaceae,Unresolved at TPL
Pupalia,Amaranthaceae,Accepted by TPL
Pupilla,Acanthaceae,Accepted by TPL
Purdiaea,Clethraceae,Accepted by TPL
Purdieanthus,Gentianaceae,Accepted by TPL
Purgobulea,Crassulaceae,Unresolved at TPL
Purgosea,Crassulaceae,Unresolved at TPL
Purpurella,Melastomataceae,Unresolved at TPL
Purpureostemon,Myrtaceae,Accepted by TPL
Pursellia,Pterobryaceae,Accepted by TPL
